Removed Pin From Net: NetName=NetC4_1 Pin=C4-1
Removed Pin From Net: NetName=GND Pin=C5-2
Removed Pin From Net: NetName=NetC6_1 Pin=C6-1
Removed Pin From Net: NetName=GND Pin=C6-2
Removed Pin From Net: NetName=GND Pin=C7-2
Removed Pin From Net: NetName=NetC8_1 Pin=C8-1
Removed Pin From Net: NetName=GND Pin=C8-2
Removed Pin From Net: NetName=GND Pin=C9-2
Removed Pin From Net: NetName=NetC10_1 Pin=C10-1
Removed Pin From Net: NetName=GND Pin=C10-2
Removed Pin From Net: NetName=GND Pin=C11-2
Removed Pin From Net: NetName=VUSB Pin=J17-1
Removed Pin From Net: NetName=GND Pin=J17-4
Removed Pin From Net: NetName=VUSB Pin=J18-1
Removed Pin From Net: NetName=GND Pin=J18-4
Removed Pin From Net: NetName=SCL Pin=J19-3
Removed Pin From Net: NetName=SDA Pin=J19-4
Removed Pin From Net: NetName=VUSB Pin=J20-1
Removed Pin From Net: NetName=GND Pin=J20-4
Removed Pin From Net: NetName=VUSB Pin=J21-1
Removed Pin From Net: NetName=GND Pin=J21-4
Removed Pin From Net: NetName=VUSB Pin=M1-5
Removed Pin From Net: NetName=VUSB Pin=M2-5
Removed Pin From Net: NetName=VUSB Pin=M3-5
Removed Pin From Net: NetName=VUSB Pin=M4-5
Removed Pin From Net: NetName=NetJ2_1 Pin=R1-1
Removed Pin From Net: NetName=NetJ1_1 Pin=R2-1
Removed Pin From Net: NetName=NetJ10_1 Pin=R11-2
Removed Pin From Net: NetName=NetJ10_2 Pin=R12-2
Removed Pin From Net: NetName=NetJ10_3 Pin=R13-2
Removed Pin From Net: NetName=NetJ10_4 Pin=R14-2
Removed Pin From Net: NetName=NetJ11_5 Pin=R15-2
Removed Pin From Net: NetName=NetJ11_6 Pin=R16-2
Removed Pin From Net: NetName=NetJ11_7 Pin=R17-2
Removed Pin From Net: NetName=NetJ11_8 Pin=R18-2
Removed Pin From Net: NetName=VUSB Pin=R26-2
Removed Pin From Net: NetName=VUSB Pin=R27-2
Removed Member From Class: ClassName=Raspberry_Pi_4_ModelB Member=C5
Removed Member From Class: ClassName=Raspberry_Pi_4_ModelB Member=C6
Removed Member From Class: ClassName=Raspberry_Pi_4_ModelB Member=C7
Removed Member From Class: ClassName=Raspberry_Pi_4_ModelB Member=C8
Removed Member From Class: ClassName=Raspberry_Pi_4_ModelB Member=C9
Removed Member From Class: ClassName=Raspberry_Pi_4_ModelB Member=C10
Removed Member From Class: ClassName=Raspberry_Pi_4_ModelB Member=C11
Change Component Footprint: Designator=C4 Old Footprint=CAP POL 1206_3216 New Footprint=CAP AL TH D8 L3.5 H12.5
Change Component Footprint: Designator=J17 Old Footprint=FP-B4B-XH-A_LF_SN-MFG New Footprint=JST XH B3B-XH-A
Change Component Footprint: Designator=J18 Old Footprint=FP-B4B-XH-A_LF_SN-MFG New Footprint=JST XH B3B-XH-A
Change Component Footprint: Designator=J20 Old Footprint=FP-B4B-XH-A_LF_SN-MFG New Footprint=JST XH B3B-XH-A
Change Component Footprint: Designator=J21 Old Footprint=FP-B4B-XH-A_LF_SN-MFG New Footprint=JST XH B3B-XH-A
Change Component Comment : Designator=C4 Old Comment=100 nF New Comment=470 µF
Change Component Comment : Designator=J17 Old Comment=B4B-XH-A(LF)(SN) New Comment=B3B-XH-A(LF)(SN)
Change Component Comment : Designator=J18 Old Comment=B4B-XH-A(LF)(SN) New Comment=B3B-XH-A(LF)(SN)
Change Component Comment : Designator=J20 Old Comment=B4B-XH-A(LF)(SN) New Comment=B3B-XH-A(LF)(SN)
Change Component Comment : Designator=J21 Old Comment=B4B-XH-A(LF)(SN) New Comment=B3B-XH-A(LF)(SN)
Change Managed Component Library Link : Designator=J17 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID= Old ItemGUID=6612D765-7A59-4B7B-807B-DC2F7FB50E47 New ItemGUID= Old RevisionGUID=7A7A3922-1DD3-47E1-8ADB-FC5517DBD77E New RevisionGUID=
Change Managed Component Library Link : Designator=J18 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID= Old ItemGUID=6612D765-7A59-4B7B-807B-DC2F7FB50E47 New ItemGUID= Old RevisionGUID=7A7A3922-1DD3-47E1-8ADB-FC5517DBD77E New RevisionGUID=
Change Managed Component Library Link : Designator=J20 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID= Old ItemGUID=6612D765-7A59-4B7B-807B-DC2F7FB50E47 New ItemGUID= Old RevisionGUID=7A7A3922-1DD3-47E1-8ADB-FC5517DBD77E New RevisionGUID=
Change Managed Component Library Link : Designator=J21 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID= Old ItemGUID=6612D765-7A59-4B7B-807B-DC2F7FB50E47 New ItemGUID= Old RevisionGUID=7A7A3922-1DD3-47E1-8ADB-FC5517DBD77E New RevisionGUID=
Change component parameters: Designator = "C4" ("C4"); Footprint = "CAP POL 1206_3216"; UniqueID = "\AIPLUDMP" ("\AIPLUDMP")
Change component parameters (AddParameter): Name = "Fastening Type"; Value = "Detent Lock"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Insulation Color"; Value = "Natural"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Insulation Height"; Value = "0.276" (7.00mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Insulation Material"; Value = "Polyamide (PA66), Nylon 6/6"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LastUpdated"; Value = "2020-01-12 23:46:22"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "JST Sales America Inc."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Material Flammability Rating"; Value = "UL94 V-0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mounting Type"; Value = "Through Hole"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Positions"; Value = "3"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Positions Loaded"; Value = "All"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Rows"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Operating Temperature"; Value = "-25°C ~ 85°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Bulk"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "B3B-XH-A(LF)(SN)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PartId"; Value = "68"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pitch - Mating"; Value = "0.098" (2.50mm)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Price"; Value = "0.19"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Series"; Value = "XH"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Shrouding"; Value = "Shrouded - 4 Wall"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Style"; Value = "Board to Cable/Wire"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "455-2248-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Termination"; Value = "Press-Fit, Solder"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating"; Value = "250V"; VariantName = "[No Variations]"
Added Pin To Net: NetName=NetJ19_1 Pin=J13-1
Added Pin To Net: NetName=NetJ19_1 Pin=J14-1
Added Pin To Net: NetName=NetJ19_1 Pin=J15-1
Added Pin To Net: NetName=GND Pin=J17-3
Added Pin To Net: NetName=GND Pin=J18-3
Added Pin To Net: NetName=SDA Pin=J19-3
Added Pin To Net: NetName=SCL Pin=J19-4
Added Pin To Net: NetName=GND Pin=J20-3
Added Pin To Net: NetName=GND Pin=J21-3
Added Pin To Net: NetName=GND Pin=J23-1
Added Pin To Net: NetName=GND Pin=J23-2
Added Pin To Net: NetName=GND Pin=J23-3
Added Pin To Net: NetName=GND Pin=J23-4
Added Pin To Net: NetName=GND Pin=J23-5
Added Pin To Net: NetName=GND Pin=J23-6
Added Pin To Net: NetName=NetJ1_1 Pin=R1-1
Added Pin To Net: NetName=NetJ19_1 Pin=R1-2
Added Pin To Net: NetName=NetJ2_1 Pin=R2-1
Added Pin To Net: NetName=NetJ19_1 Pin=R2-2
Added Pin To Net: NetName=NetJ19_1 Pin=R3-2
Added Pin To Net: NetName=NetJ19_1 Pin=R4-2
Added Pin To Net: NetName=NetJ19_1 Pin=R5-2
Added Pin To Net: NetName=NetJ19_1 Pin=R6-2
Added Pin To Net: NetName=NetJ19_1 Pin=R7-2
Added Pin To Net: NetName=NetJ19_1 Pin=R8-2
Added Pin To Net: NetName=NetJ19_1 Pin=R9-2
Added Pin To Net: NetName=NetJ19_1 Pin=R10-2
Added Pin To Net: NetName=NetJ10_3 Pin=R11-2
Added Pin To Net: NetName=NetJ10_4 Pin=R12-2
Added Pin To Net: NetName=NetJ11_5 Pin=R13-2
Added Pin To Net: NetName=NetJ11_6 Pin=R14-2
Added Pin To Net: NetName=NetJ11_7 Pin=R15-2
Added Pin To Net: NetName=NetJ11_8 Pin=R16-2
Added Pin To Net: NetName=NetJ10_1 Pin=R17-2
Added Pin To Net: NetName=NetJ10_2 Pin=R18-2
Added Pin To Net: NetName=NetJ19_1 Pin=R19-2
Added Pin To Net: NetName=GND Pin=U4-2
Added Pin To Net: NetName=GND Pin=U4-4
Added Pin To Net: NetName=GND Pin=U4-S1
Added Pin To Net: NetName=GND Pin=U4-S2
Added Pin To Net: NetName=GND Pin=U4-S3
Added Pin To Net: NetName=GND Pin=U4-S4
Change Net Name : Old Net Name=NetC4_1 New Net Name=PIN_PI_18
Change Net Name : Old Net Name=NetC6_1 New Net Name=PIN_PI_12
Change Net Name : Old Net Name=NetC8_1 New Net Name=PIN_PI_21
Change Net Name : Old Net Name=NetC10_1 New Net Name=PIN_PI_10
Change Net Name : Old Net Name=NetC12_2 New Net Name=PIN_POT_0
Change Net Name : Old Net Name=NetC13_2 New Net Name=PIN_POT_1
Change Net Name : Old Net Name=NetC14_2 New Net Name=PIN_POT_2
Change Net Name : Old Net Name=NetJ1_1 New Net Name=PIN_SW_18
Change Net Name : Old Net Name=NetJ2_1 New Net Name=PIN_SW_19
Change Net Name : Old Net Name=NetJ3_1 New Net Name=PIN_SW_0
Change Net Name : Old Net Name=NetJ4_4 New Net Name=PIN_SW_1
Change Net Name : Old Net Name=NetJ4_5 New Net Name=PIN_SW_2
Change Net Name : Old Net Name=NetJ4_6 New Net Name=PIN_SW_3
Change Net Name : Old Net Name=NetJ4_7 New Net Name=PIN_SW_4
Change Net Name : Old Net Name=NetJ4_8 New Net Name=PIN_SW_5
Change Net Name : Old Net Name=NetJ10_1 New Net Name=PIN_CROCO_0
Change Net Name : Old Net Name=NetJ10_2 New Net Name=PIN_CROCO_1
Change Net Name : Old Net Name=NetJ10_3 New Net Name=PIN_CROCO_2
Change Net Name : Old Net Name=NetJ10_4 New Net Name=PIN_CROCO_3
Change Net Name : Old Net Name=NetJ11_5 New Net Name=PIN_CROCO_4
Change Net Name : Old Net Name=NetJ11_6 New Net Name=PIN_CROCO_5
Change Net Name : Old Net Name=NetJ11_7 New Net Name=PIN_CROCO_18
Change Net Name : Old Net Name=NetJ11_8 New Net Name=PIN_CROCO_19
Change Net Name : Old Net Name=NetJ19_1 New Net Name=3V3
Change Net Name : Old Net Name=NetJ22_3 New Net Name=PIN_PI_13
Change Net Name : Old Net Name=NetJ24_3 New Net Name=PIN_PI_17
Change Net Name : Old Net Name=NetJ25_3 New Net Name=PIN_PI_27
Change Net Name : Old Net Name=NetJ26_3 New Net Name=PIN_PI_22
Change Net Name : Old Net Name=NetJ27_3 New Net Name=PIN_PI_23
Change Net Name : Old Net Name=NetJ28_3 New Net Name=PIN_PI_24
Change Net Name : Old Net Name=NetQ1_1 New Net Name=PIN_PI_26
Added Pin To Net: NetName=NetJ17_2 Pin=J17-2
Added Pin To Net: NetName=NetJ17_2 Pin=M1-4
Added Net: Name=NetJ17_2
Added Pin To Net: NetName=NetJ18_2 Pin=J18-2
Added Pin To Net: NetName=NetJ18_2 Pin=M2-4
Added Net: Name=NetJ18_2
Added Pin To Net: NetName=NetJ20_2 Pin=J20-2
Added Pin To Net: NetName=NetJ20_2 Pin=M3-4
Added Net: Name=NetJ20_2
Added Pin To Net: NetName=NetJ21_2 Pin=J21-2
Added Pin To Net: NetName=NetJ21_2 Pin=M4-4
Added Net: Name=NetJ21_2
Added Pin To Net: NetName=VBUS Pin=C1-1
Added Pin To Net: NetName=VBUS Pin=C2-1
Added Pin To Net: NetName=VBUS Pin=C3-1
Added Pin To Net: NetName=VBUS Pin=C4-1
Added Pin To Net: NetName=VBUS Pin=J17-1
Added Pin To Net: NetName=VBUS Pin=J18-1
Added Pin To Net: NetName=VBUS Pin=J20-1
Added Pin To Net: NetName=VBUS Pin=J21-1
Added Pin To Net: NetName=VBUS Pin=M1-5
Added Pin To Net: NetName=VBUS Pin=M2-5
Added Pin To Net: NetName=VBUS Pin=M3-5
Added Pin To Net: NetName=VBUS Pin=M4-5
Added Pin To Net: NetName=VBUS Pin=R26-2
Added Pin To Net: NetName=VBUS Pin=R27-2
Added Pin To Net: NetName=VBUS Pin=U1-13
Added Pin To Net: NetName=VBUS Pin=U1-14
Added Pin To Net: NetName=VBUS Pin=U2-13
Added Pin To Net: NetName=VBUS Pin=U2-14
Added Pin To Net: NetName=VBUS Pin=U3-13
Added Pin To Net: NetName=VBUS Pin=U3-14
Added Net: Name=VBUS
